完本感应: https://www.xbiquge.bz/book/46864/40109419.html
大结局: https://www.xbiquge.bz/book/46864/40109418.html
第5044章、新手村与NPC: https://www.xbiquge.bz/book/46864/40109417.html
第5043章、诸位、玩过虚拟游戏吗？: https://www.xbiquge.bz/book/46864/40109416.html
第5042章、物是人非: https://www.xbiquge.bz/book/46864/40109415.html
第5041章、篡位者罗辑（三）: https://www.xbiquge.bz/book/46864/40109414.html
第5040章、篡位者罗辑（二）: https://www.xbiquge.bz/book/46864/40109413.html
第5039章、篡位者罗辑: https://www.xbiquge.bz/book/46864/40109412.html
第5038章、降临: https://www.xbiquge.bz/book/46864/40109411.html
第5037章、卡巴拉生命之树: https://www.xbiquge.bz/book/46864/40109410.html
第5036章、载体: https://www.xbiquge.bz/book/46864/40109409.html
第5035章、灭世倒计时: https://www.xbiquge.bz/book/46864/40109408.html
第377章 兽人文明: https://www.xbiquge.bz/book/46864/29108638.html
第378章 王栋的琢磨: https://www.xbiquge.bz/book/46864/29108639.html
第379章 罗辑是谁？: https://www.xbiquge.bz/book/46864/29108640.html
第380章 冥王冕下: https://www.xbiquge.bz/book/46864/29108641.html
第381章 还有谁要来？！: https://www.xbiquge.bz/book/46864/29108642.html
第382章 微妙的误会: https://www.xbiquge.bz/book/46864/29108643.html
第383章 敌人的敌人就是朋友: https://www.xbiquge.bz/book/46864/29108644.html
第384章 葬礼与发展: https://www.xbiquge.bz/book/46864/29108645.html
第385章 钻石: https://www.xbiquge.bz/book/46864/29108646.html
第386章 青水湖: https://www.xbiquge.bz/book/46864/29108647.html
第387章 商人的嗅觉: https://www.xbiquge.bz/book/46864/29108648.html
第388章 安利一发: https://www.xbiquge.bz/book/46864/29108649.html
第389章 商队的动静: https://www.xbiquge.bz/book/46864/29108650.html
第390章 合适的人选: https://www.xbiquge.bz/book/46864/29108651.html
第391章 夜晚: https://www.xbiquge.bz/book/46864/29108652.html
第392章 蛮族青年: https://www.xbiquge.bz/book/46864/29108653.html
第393章 介子川: https://www.xbiquge.bz/book/46864/29108654.html
第394章 巡视: https://www.xbiquge.bz/book/46864/29108655.html
第395章 唯手熟尔~: https://www.xbiquge.bz/book/46864/29108656.html
第396章 深入北地: https://www.xbiquge.bz/book/46864/29108657.html
第397章 鬣狗女王: https://www.xbiquge.bz/book/46864/29108658.html
第398章 兵力差距: https://www.xbiquge.bz/book/46864/29108659.html
第399章 布置陷阱: https://www.xbiquge.bz/book/46864/29108660.html
第400章 盐: https://www.xbiquge.bz/book/46864/29108661.html
第401章 臣不臣服？: https://www.xbiquge.bz/book/46864/29108662.html
第402章 一口黑锅: https://www.xbiquge.bz/book/46864/29108663.html
第403章 立场颠倒: https://www.xbiquge.bz/book/46864/29108664.html
第404章 周易的布局: https://www.xbiquge.bz/book/46864/29108665.html
第405章 班师回朝: https://www.xbiquge.bz/book/46864/29108666.html
第406章 议论: https://www.xbiquge.bz/book/46864/29108667.html
第407章 高处不胜寒: https://www.xbiquge.bz/book/46864/29108668.html
第408章 一拍即合: https://www.xbiquge.bz/book/46864/29108669.html
第409章 自愧不如: https://www.xbiquge.bz/book/46864/29108670.html
第410章 中立地区: https://www.xbiquge.bz/book/46864/29108671.html
第411章 皇帝的份量: https://www.xbiquge.bz/book/46864/29108672.html
第412章 解放天性: https://www.xbiquge.bz/book/46864/29108673.html
第413章 苦寒之地: https://www.xbiquge.bz/book/46864/29108674.html
第414章 北方部族: https://www.xbiquge.bz/book/46864/29108675.html
第415章 找了晦气: https://www.xbiquge.bz/book/46864/29108676.html
第416章 斗殴事件（一）: https://www.xbiquge.bz/book/46864/29108677.html
第417章 斗殴事件（二）: https://www.xbiquge.bz/book/46864/29108678.html
第418章 判决和议论: https://www.xbiquge.bz/book/46864/29108679.html
第419章 敲打: https://www.xbiquge.bz/book/46864/29108680.html
第420章 加封: https://www.xbiquge.bz/book/46864/29108681.html
第421章 辅佐官: https://www.xbiquge.bz/book/46864/29108682.html
第422章 棘手的问题: https://www.xbiquge.bz/book/46864/29108683.html
第423章 思想观念的隔阂: https://www.xbiquge.bz/book/46864/29108684.html
第424章 剧本: https://www.xbiquge.bz/book/46864/29108685.html
第425章 都没占到: https://www.xbiquge.bz/book/46864/29108686.html
第426章 招募宣传: https://www.xbiquge.bz/book/46864/29108687.html
第427章 男主角人选: https://www.xbiquge.bz/book/46864/29108688.html
第428章 添一点堵: https://www.xbiquge.bz/book/46864/29108689.html
第429章 逼近的威胁: https://www.xbiquge.bz/book/46864/29108690.html
第430章 一帮二愣子: https://www.xbiquge.bz/book/46864/29108691.html
第431章 蛮人大军: https://www.xbiquge.bz/book/46864/29108692.html
第432章 蛮人攻城（一）: https://www.xbiquge.bz/book/46864/29108693.html
第433章 蛮人攻城（二）: https://www.xbiquge.bz/book/46864/29108694.html
第434章 蛮人攻城（三）: https://www.xbiquge.bz/book/46864/29108695.html
第435章 暂退: https://www.xbiquge.bz/book/46864/29108696.html
第436章 伤势: https://www.xbiquge.bz/book/46864/29108697.html
第437章 再次攻城: https://www.xbiquge.bz/book/46864/29108698.html
第438章 突入战场: https://www.xbiquge.bz/book/46864/29108699.html
第439章 杀退: https://www.xbiquge.bz/book/46864/29108700.html
第440章 人都是被逼出来的: https://www.xbiquge.bz/book/46864/29108701.html
第441章 又做什么了？: https://www.xbiquge.bz/book/46864/29108702.html
第442章 袖箭: https://www.xbiquge.bz/book/46864/29108703.html
第443章 战争单位: https://www.xbiquge.bz/book/46864/29108704.html
第444章 幻想破灭: https://www.xbiquge.bz/book/46864/29108705.html
第445章 巨兽之战: https://www.xbiquge.bz/book/46864/29108706.html
第446章 这就是原因: https://www.xbiquge.bz/book/46864/29108707.html
第447章 吹个牛逼: https://www.xbiquge.bz/book/46864/29108708.html
第448章 觐见殿: https://www.xbiquge.bz/book/46864/29108709.html
第449章 条件: https://www.xbiquge.bz/book/46864/29108710.html
第450章 欲望和野心: https://www.xbiquge.bz/book/46864/29108711.html
第451章 所为何事？: https://www.xbiquge.bz/book/46864/29108712.html
第452章 有人想坑我？: https://www.xbiquge.bz/book/46864/29108713.html
第453章 逼近的天灾: https://www.xbiquge.bz/book/46864/29108714.html
第454章 预言: https://www.xbiquge.bz/book/46864/29108715.html
第455章 我说了算: https://www.xbiquge.bz/book/46864/29108716.html
第456章 气象学家: https://www.xbiquge.bz/book/46864/29108717.html
第457章 漫天风雪: https://www.xbiquge.bz/book/46864/29108718.html
第458章 大雪封路: https://www.xbiquge.bz/book/46864/29108719.html
第459章 打仗烧钱: https://www.xbiquge.bz/book/46864/29108720.html
第460章 为所欲为: https://www.xbiquge.bz/book/46864/29108721.html
第461章 势如破竹: https://www.xbiquge.bz/book/46864/29108722.html
第462章 必有蹊跷: https://www.xbiquge.bz/book/46864/29108723.html
第463章 重操旧业: https://www.xbiquge.bz/book/46864/29108724.html
第464章 新的布置: https://www.xbiquge.bz/book/46864/29108725.html
第465章 聪明人: https://www.xbiquge.bz/book/46864/29108726.html
第466章 连战连胜: https://www.xbiquge.bz/book/46864/29108727.html
第467章 存粮: https://www.xbiquge.bz/book/46864/29108728.html
第468章 雪上加霜: https://www.xbiquge.bz/book/46864/29108729.html
第469章 骂阵: https://www.xbiquge.bz/book/46864/29108730.html
第470章 斗将: https://www.xbiquge.bz/book/46864/29108731.html
第471章 白费心思: https://www.xbiquge.bz/book/46864/29108732.html
第472章 发家致富，全靠绑票: https://www.xbiquge.bz/book/46864/29108733.html
第473章 你果然有好多事情没告诉我: https://www.xbiquge.bz/book/46864/29108734.html
第474章 血色洗礼: https://www.xbiquge.bz/book/46864/29108735.html
第475章 汇合: https://www.xbiquge.bz/book/46864/29108736.html
第476章 动荡的人心: https://www.xbiquge.bz/book/46864/29108737.html
第477章 手段: https://www.xbiquge.bz/book/46864/29108738.html
第478章 惩治刁民: https://www.xbiquge.bz/book/46864/29108739.html
第479章 配置调整: https://www.xbiquge.bz/book/46864/29108740.html
第480章 马贼头子们: https://www.xbiquge.bz/book/46864/29108741.html
第481章 雪中的运粮队: https://www.xbiquge.bz/book/46864/29108742.html
第482章 骑兵交锋: https://www.xbiquge.bz/book/46864/29108743.html
第483章 呼啸而至: https://www.xbiquge.bz/book/46864/29108744.html
第484章 草原部族: https://www.xbiquge.bz/book/46864/29108745.html
第485章 议政殿议事: https://www.xbiquge.bz/book/46864/29108746.html
第486章 对上了？: https://www.xbiquge.bz/book/46864/29108747.html
第487章 升级面板: https://www.xbiquge.bz/book/46864/29108748.html
第488章 亲密度: https://www.xbiquge.bz/book/46864/29108749.html
第489章 根本就是漂移: https://www.xbiquge.bz/book/46864/29108750.html
第490章 虽不赶尽杀绝，但却……: https://www.xbiquge.bz/book/46864/29108751.html
第491章 部落首领: https://www.xbiquge.bz/book/46864/29108752.html
第492章 试探: https://www.xbiquge.bz/book/46864/29108753.html
第493章 圈套: https://www.xbiquge.bz/book/46864/29108754.html
第494章 雪原会战: https://www.xbiquge.bz/book/46864/29108755.html
第495章 朝夕之间: https://www.xbiquge.bz/book/46864/29108756.html
第496章 变局（一）: https://www.xbiquge.bz/book/46864/29108757.html
第497章 变局（二）: https://www.xbiquge.bz/book/46864/29108758.html
第498章 变局（三）: https://www.xbiquge.bz/book/46864/29108759.html
第499章 见面: https://www.xbiquge.bz/book/46864/29108760.html
第500章 算账: https://www.xbiquge.bz/book/46864/29108761.html
第501章 杀了个回马枪的暴风雪: https://www.xbiquge.bz/book/46864/29108762.html
第502章 自我反省: https://www.xbiquge.bz/book/46864/29108763.html
第503章 时来运转？: https://www.xbiquge.bz/book/46864/29108764.html
第504章 不幸料中: https://www.xbiquge.bz/book/46864/29108765.html
第505章 小冰河时期: https://www.xbiquge.bz/book/46864/29108766.html
第506章 暴风雪中的救援（一）: https://www.xbiquge.bz/book/46864/29108767.html
第507章 暴风雪中的救援（二）: https://www.xbiquge.bz/book/46864/29108768.html
第508章 暴风雪中的救援（三）: https://www.xbiquge.bz/book/46864/29108769.html
第509章 百废俱兴: https://www.xbiquge.bz/book/46864/29108770.html
第510章 大丈夫能屈能伸: https://www.xbiquge.bz/book/46864/29108771.html
第511章 军械失窃: https://www.xbiquge.bz/book/46864/29108772.html
第512章 合计: https://www.xbiquge.bz/book/46864/29108773.html
第513章 上路: https://www.xbiquge.bz/book/46864/29108774.html
第514章 处理尸体: https://www.xbiquge.bz/book/46864/29108775.html
第515章 计划安排: https://www.xbiquge.bz/book/46864/29108776.html
第516章 心痛到无法呼吸: https://www.xbiquge.bz/book/46864/29108777.html
第517章 事情暴露: https://www.xbiquge.bz/book/46864/29108778.html
第518章 夜色杀机: https://www.xbiquge.bz/book/46864/29108780.html
第519章 善良随和的人民们: https://www.xbiquge.bz/book/46864/29108781.html
第520章 思勤的决断: https://www.xbiquge.bz/book/46864/29108782.html
第521章 陨石巨坑: https://www.xbiquge.bz/book/46864/29108783.html
第522章 陨石巨坑（二）: https://www.xbiquge.bz/book/46864/29108784.html
第523章 全面升级: https://www.xbiquge.bz/book/46864/29108785.html
第524章 非人类生物: https://www.xbiquge.bz/book/46864/29108786.html
第525章 地精科技（一）: https://www.xbiquge.bz/book/46864/29108787.html
第526章 地精科技（二）: https://www.xbiquge.bz/book/46864/29108788.html
第527章 下马威: https://www.xbiquge.bz/book/46864/29108789.html
第528章 崩溃的节奏: https://www.xbiquge.bz/book/46864/29108790.html
第529章 出鞘的利刃: https://www.xbiquge.bz/book/46864/29108791.html
第530章 作了个大死: https://www.xbiquge.bz/book/46864/29108792.html
第531章 将军请留步: https://www.xbiquge.bz/book/46864/29108793.html
第532章 意外状况: https://www.xbiquge.bz/book/46864/29108794.html
第533章 变成NPC了？（一）: https://www.xbiquge.bz/book/46864/29108795.html
第534章 变成NPC了？（二）: https://www.xbiquge.bz/book/46864/29108796.html
第535章 滔滔不绝的高文: https://www.xbiquge.bz/book/46864/29108797.html
第536章 布局上的错误: https://www.xbiquge.bz/book/46864/29108798.html
第537章 几率这东西，微妙的很~: https://www.xbiquge.bz/book/46864/29108799.html
第538章 地精建筑队: https://www.xbiquge.bz/book/46864/29108800.html
第539章 日新月异: https://www.xbiquge.bz/book/46864/29108801.html
第540章 诸事繁忙: https://www.xbiquge.bz/book/46864/29108802.html
第541章 捕获巨狼: https://www.xbiquge.bz/book/46864/29108803.html
第542章 全文明最闲的地精: https://www.xbiquge.bz/book/46864/29108804.html
第543章 巨狼巢穴: https://www.xbiquge.bz/book/46864/29108805.html
第544章 大喜过望: https://www.xbiquge.bz/book/46864/29108806.html
第545章 矮马矮马: https://www.xbiquge.bz/book/46864/29108807.html
第546章 地精科技的效率: https://www.xbiquge.bz/book/46864/29108808.html
第547章 易损廉价版的三弓床弩: https://www.xbiquge.bz/book/46864/29108809.html
第548章 故障了？: https://www.xbiquge.bz/book/46864/29108810.html
第549章 新武器: https://www.xbiquge.bz/book/46864/29108811.html
第550章 大工程: https://www.xbiquge.bz/book/46864/29108812.html
第551章 吵吵闹闹: https://www.xbiquge.bz/book/46864/29108813.html
第552章 这牛逼能吹一辈子: https://www.xbiquge.bz/book/46864/29108814.html
第553章 胃疼: https://www.xbiquge.bz/book/46864/29108815.html
第554章 节日过后: https://www.xbiquge.bz/book/46864/29108816.html
第555章 爆发流感（一）: https://www.xbiquge.bz/book/46864/29108817.html
第556章 爆发流感（二）: https://www.xbiquge.bz/book/46864/29108818.html
第557章 禽流感（一）: https://www.xbiquge.bz/book/46864/29108819.html
第558章 禽流感（二）: https://www.xbiquge.bz/book/46864/29108820.html
第559章 禽流感（三）: https://www.xbiquge.bz/book/46864/29108821.html
第560章 李愔: https://www.xbiquge.bz/book/46864/29108822.html
第561章 特殊的狼骑兵: https://www.xbiquge.bz/book/46864/29108823.html
第562章 来势汹汹: https://www.xbiquge.bz/book/46864/29108824.html
第563章 姗姗来迟: https://www.xbiquge.bz/book/46864/29108825.html
第564章 夜色袭击（一）: https://www.xbiquge.bz/book/46864/29108826.html
第565章 夜色袭击（二）: https://www.xbiquge.bz/book/46864/29108827.html
第566章 杜远之: https://www.xbiquge.bz/book/46864/29108828.html
第567章 招揽: https://www.xbiquge.bz/book/46864/29108829.html
第568章 慌得一笔: https://www.xbiquge.bz/book/46864/29108830.html
第569章 卖不出去的鸡肉: https://www.xbiquge.bz/book/46864/29108831.html
第570章 聪明的商人: https://www.xbiquge.bz/book/46864/29108832.html
第571章 升温: https://www.xbiquge.bz/book/46864/29108833.html
第572章 炎炎夏日: https://www.xbiquge.bz/book/46864/29108834.html
第573章 蝗虫，又称蚂蚱……: https://www.xbiquge.bz/book/46864/29108835.html
第574章 谁能怼的了太阳？: https://www.xbiquge.bz/book/46864/29108836.html
第575章 倒霉孩子: https://www.xbiquge.bz/book/46864/29108837.html
第576章 沙漠之民: https://www.xbiquge.bz/book/46864/29108838.html
第577章 正面厮杀: https://www.xbiquge.bz/book/46864/29108839.html
第578章 紧赶慢赶: https://www.xbiquge.bz/book/46864/29108840.html
第579章 大军压境: https://www.xbiquge.bz/book/46864/29108841.html
第580章 改变主意: https://www.xbiquge.bz/book/46864/29108842.html
第581章 老子的绿洲呢？！: https://www.xbiquge.bz/book/46864/29108843.html
第582章 强势甩锅: https://www.xbiquge.bz/book/46864/29108844.html
第583章 连本带利息: https://www.xbiquge.bz/book/46864/29108845.html
第584章 清点物资: https://www.xbiquge.bz/book/46864/29108846.html
第585章 雍鼎: https://www.xbiquge.bz/book/46864/29108847.html
第586章 南边的大森林: https://www.xbiquge.bz/book/46864/29108848.html
第587章 狼人族的传统: https://www.xbiquge.bz/book/46864/29108849.html
第588章 大森林中的麻烦: https://www.xbiquge.bz/book/46864/29108850.html
第589章 围剿森林: https://www.xbiquge.bz/book/46864/29108851.html
第590章 罗勇VS虎人: https://www.xbiquge.bz/book/46864/29108852.html
第591章 败退: https://www.xbiquge.bz/book/46864/29108853.html
第592章 意外的邂逅: https://www.xbiquge.bz/book/46864/29108854.html
第593章 精神食粮: https://www.xbiquge.bz/book/46864/29108855.html
第594章 迅狼式打法: https://www.xbiquge.bz/book/46864/29108857.html
第595章 两虎相斗: https://www.xbiquge.bz/book/46864/29108858.html
第596章 意外连连: https://www.xbiquge.bz/book/46864/29108859.html
第597章 带你见识见识: https://www.xbiquge.bz/book/46864/29108860.html
第598章 意外之喜: https://www.xbiquge.bz/book/46864/29108861.html
第599章 工程布置: https://www.xbiquge.bz/book/46864/29108862.html
第600章 我怎么就……: https://www.xbiquge.bz/book/46864/29108863.html
第601章 一口气很稳: https://www.xbiquge.bz/book/46864/29108864.html
第602章 大食人的军阵: https://www.xbiquge.bz/book/46864/29108865.html
第603章 交锋: https://www.xbiquge.bz/book/46864/29108866.html
第604章 变局: https://www.xbiquge.bz/book/46864/29108867.html
第605章 僵持: https://www.xbiquge.bz/book/46864/29108868.html
第606章 老司机的风采: https://www.xbiquge.bz/book/46864/29108869.html
第607章 战象凶猛: https://www.xbiquge.bz/book/46864/29108870.html
第608章 世纪大战: https://www.xbiquge.bz/book/46864/29108871.html
第609章 这一撞，撞出了……: https://www.xbiquge.bz/book/46864/29108872.html
