第3866章：望穿秋水: https://www.xbiquge.bz/book/48370/40729936.html
第3865章：批准: https://www.xbiquge.bz/book/48370/40729935.html
第3864章：爽快: https://www.xbiquge.bz/book/48370/40721218.html
第3863章：乡镇企业: https://www.xbiquge.bz/book/48370/40721217.html
第3862章：帮忙: https://www.xbiquge.bz/book/48370/40720861.html
第3861章：没有烦恼: https://www.xbiquge.bz/book/48370/40720860.html
第3860章：注意身体: https://www.xbiquge.bz/book/48370/40720552.html
第3859章：超前的名字: https://www.xbiquge.bz/book/48370/40720551.html
第3858章：送考: https://www.xbiquge.bz/book/48370/40720269.html
第3857章：夏天: https://www.xbiquge.bz/book/48370/40720268.html
第3856章：敲打: https://www.xbiquge.bz/book/48370/40719875.html
第3855章：检讨: https://www.xbiquge.bz/book/48370/40719874.html
第377章 名单（求恶魔果实）: https://www.xbiquge.bz/book/48370/32320724.html
第378章三种可能: https://www.xbiquge.bz/book/48370/32346804.html
第379章画圈圈: https://www.xbiquge.bz/book/48370/32346805.html
第380章 你坐过低级小轿车？: https://www.xbiquge.bz/book/48370/32346806.html
第381章薛芳玲: https://www.xbiquge.bz/book/48370/32382916.html
第382章病急乱投医: https://www.xbiquge.bz/book/48370/32382917.html
第383章车祸: https://www.xbiquge.bz/book/48370/32398381.html
第384章这个时代最耀眼的风云人物: https://www.xbiquge.bz/book/48370/32398382.html
第385章知青聚会: https://www.xbiquge.bz/book/48370/32444299.html
第386章 别回去了: https://www.xbiquge.bz/book/48370/32444300.html
第387章招待所: https://www.xbiquge.bz/book/48370/32506695.html
第388章夜色: https://www.xbiquge.bz/book/48370/32506696.html
第389章 一起讨论: https://www.xbiquge.bz/book/48370/32536112.html
第390章谈话: https://www.xbiquge.bz/book/48370/32536113.html
第391章真相: https://www.xbiquge.bz/book/48370/32559269.html
第392章能不能带上我: https://www.xbiquge.bz/book/48370/32559270.html
第393章火车票: https://www.xbiquge.bz/book/48370/32579228.html
第395章 考试: https://www.xbiquge.bz/book/48370/32579229.html
第396章 悔过书: https://www.xbiquge.bz/book/48370/32598798.html
第398章 陈少东: https://www.xbiquge.bz/book/48370/32598800.html
第399章 考核方案: https://www.xbiquge.bz/book/48370/32637793.html
第399章 就这么拎回去: https://www.xbiquge.bz/book/48370/32637794.html
第400章看我嘴型: https://www.xbiquge.bz/book/48370/32740076.html
第401章大侄女: https://www.xbiquge.bz/book/48370/32740077.html
第402章以物换物: https://www.xbiquge.bz/book/48370/32740078.html
第403章 你信气功吗？: https://www.xbiquge.bz/book/48370/32740662.html
第404章 抢火车: https://www.xbiquge.bz/book/48370/32740663.html
第405章给我看看（飞雪之战守护加更）: https://www.xbiquge.bz/book/48370/32740664.html
第406章被强吻: https://www.xbiquge.bz/book/48370/32761918.html
第407章 呵呵，女人: https://www.xbiquge.bz/book/48370/32761919.html
第408章想跑: https://www.xbiquge.bz/book/48370/32790132.html
第409章姜子军: https://www.xbiquge.bz/book/48370/32790133.html
第410章国之重器: https://www.xbiquge.bz/book/48370/32803225.html
第411章口号: https://www.xbiquge.bz/book/48370/32803226.html
第412章变化: https://www.xbiquge.bz/book/48370/32812353.html
第413章教育方面情况: https://www.xbiquge.bz/book/48370/32812354.html
第414章 教育基金: https://www.xbiquge.bz/book/48370/32820663.html
第415章杀十头猪: https://www.xbiquge.bz/book/48370/32820664.html
第416章男女平等: https://www.xbiquge.bz/book/48370/32845551.html
第417章放羊娃的故事: https://www.xbiquge.bz/book/48370/32845552.html
第418章 分钱: https://www.xbiquge.bz/book/48370/32861797.html
第419章 小白厂长，我们相信你: https://www.xbiquge.bz/book/48370/32861798.html
第420章 社会实践活动: https://www.xbiquge.bz/book/48370/32880693.html
第421章股东分红: https://www.xbiquge.bz/book/48370/32880694.html
第422章回家: https://www.xbiquge.bz/book/48370/32899480.html
第423章冲突: https://www.xbiquge.bz/book/48370/32899481.html
第424章房子: https://www.xbiquge.bz/book/48370/32925226.html
第425章找谁？: https://www.xbiquge.bz/book/48370/32925228.html
第426章 认可: https://www.xbiquge.bz/book/48370/32958976.html
第427章拉帮套: https://www.xbiquge.bz/book/48370/32958977.html
第428章王猛的家庭: https://www.xbiquge.bz/book/48370/32998250.html
第429章 再到滨市: https://www.xbiquge.bz/book/48370/32998251.html
第430章 一个屋两个炕（我的姑娘叫四又打赏守护加更）: https://www.xbiquge.bz/book/48370/32998252.html
第431章嘴巴放干净点: https://www.xbiquge.bz/book/48370/33030481.html
第432章终于要结束了: https://www.xbiquge.bz/book/48370/33030482.html
第433章垧: https://www.xbiquge.bz/book/48370/33036971.html
第434章回京: https://www.xbiquge.bz/book/48370/33036972.html
第435章回厂: https://www.xbiquge.bz/book/48370/33043234.html
第436章宣布考核: https://www.xbiquge.bz/book/48370/33043235.html
第437章团结就是力量: https://www.xbiquge.bz/book/48370/33106753.html
第438章约见: https://www.xbiquge.bz/book/48370/33106754.html
第439章上缴利润基数: https://www.xbiquge.bz/book/48370/33106755.html
第440章别问，问就是塑大鹰: https://www.xbiquge.bz/book/48370/33106756.html
第441章再提浮法玻璃: https://www.xbiquge.bz/book/48370/33106757.html
第442章考察: https://www.xbiquge.bz/book/48370/33106758.html
第443章考核第一天（沉默中烦恼守护加更）: https://www.xbiquge.bz/book/48370/33106759.html
第444章你不能领: https://www.xbiquge.bz/book/48370/33106760.html
第445章冠冕堂皇的理由: https://www.xbiquge.bz/book/48370/33106761.html
第446章淡季: https://www.xbiquge.bz/book/48370/33106762.html
第447章惹上人了: https://www.xbiquge.bz/book/48370/33106763.html
第448章开工资（上）: https://www.xbiquge.bz/book/48370/33106764.html
第449章开工资（中）: https://www.xbiquge.bz/book/48370/33106765.html
第450章开工资（下）九王爷守护加更: https://www.xbiquge.bz/book/48370/33106766.html
第451章80块与0块: https://www.xbiquge.bz/book/48370/33110878.html
第452章豁嘴: https://www.xbiquge.bz/book/48370/33110879.html
第453章事情原由: https://www.xbiquge.bz/book/48370/33126158.html
第454章分头行动: https://www.xbiquge.bz/book/48370/33126159.html
第455章两个监狱: https://www.xbiquge.bz/book/48370/33134337.html
第456章出事了: https://www.xbiquge.bz/book/48370/33136770.html
第457章分歧: https://www.xbiquge.bz/book/48370/33145288.html
第458章熟人: https://www.xbiquge.bz/book/48370/33145289.html
第459章一劳永逸: https://www.xbiquge.bz/book/48370/33175717.html
第460章血名单: https://www.xbiquge.bz/book/48370/33175718.html
第461章狼哥: https://www.xbiquge.bz/book/48370/33188437.html
第462章 来啊，砍啊！: https://www.xbiquge.bz/book/48370/33188438.html
第463章 十万块（知识产权胡家荣守护加更）: https://www.xbiquge.bz/book/48370/33188439.html
第464章抽空我再来砍: https://www.xbiquge.bz/book/48370/33201254.html
第465章爱上兄弟的女人: https://www.xbiquge.bz/book/48370/33201255.html
第466章计划: https://www.xbiquge.bz/book/48370/33207778.html
第467章火光: https://www.xbiquge.bz/book/48370/33207779.html
第468章着火了: https://www.xbiquge.bz/book/48370/33227042.html
第469章完了: https://www.xbiquge.bz/book/48370/33227043.html
第470章耀华玻璃厂: https://www.xbiquge.bz/book/48370/33235406.html
第471章东来顺: https://www.xbiquge.bz/book/48370/33235407.html
第472章周老大: https://www.xbiquge.bz/book/48370/33241504.html
第473章先干个厂长助理: https://www.xbiquge.bz/book/48370/33241505.html
第474章爸: https://www.xbiquge.bz/book/48370/33265338.html
第475章危言耸听: https://www.xbiquge.bz/book/48370/33265339.html
第476章亲自出马: https://www.xbiquge.bz/book/48370/33286911.html
第477章夜色: https://www.xbiquge.bz/book/48370/33286912.html
第478章欺人太甚（上周补更）: https://www.xbiquge.bz/book/48370/33286913.html
第479章何文斌: https://www.xbiquge.bz/book/48370/33341324.html
第480章不着急: https://www.xbiquge.bz/book/48370/33341325.html
第481章钢化玻璃技术: https://www.xbiquge.bz/book/48370/33354450.html
第482章本是同根生相煎何太急: https://www.xbiquge.bz/book/48370/33354451.html
第483章我是针对你们所有人: https://www.xbiquge.bz/book/48370/33361585.html
第484章无赖: https://www.xbiquge.bz/book/48370/33361586.html
第485章谈妥: https://www.xbiquge.bz/book/48370/33368938.html
第486章动员: https://www.xbiquge.bz/book/48370/33368939.html
第487章期末考试: https://www.xbiquge.bz/book/48370/33375578.html
第488章暑假: https://www.xbiquge.bz/book/48370/33375579.html
第489章撞上了: https://www.xbiquge.bz/book/48370/33381365.html
第490章争吵: https://www.xbiquge.bz/book/48370/33381366.html
第491章办公室副主任: https://www.xbiquge.bz/book/48370/33387749.html
第492章认出来了: https://www.xbiquge.bz/book/48370/33387750.html
第493章刘秘书: https://www.xbiquge.bz/book/48370/33396620.html
第494章脱盲班: https://www.xbiquge.bz/book/48370/33396621.html
第495章书房相谈: https://www.xbiquge.bz/book/48370/33404792.html
第496章一家之主姜铁山: https://www.xbiquge.bz/book/48370/33404793.html
第497章失落: https://www.xbiquge.bz/book/48370/33410617.html
第498章自私: https://www.xbiquge.bz/book/48370/33410618.html
第499章名字: https://www.xbiquge.bz/book/48370/33420928.html
第500章京城钢铁学院: https://www.xbiquge.bz/book/48370/33420929.html
第501章回乡: https://www.xbiquge.bz/book/48370/33426399.html
第502章野味: https://www.xbiquge.bz/book/48370/33426400.html
第503章视察: https://www.xbiquge.bz/book/48370/33434823.html
第504章情愫: https://www.xbiquge.bz/book/48370/33434824.html
第505章生产线: https://www.xbiquge.bz/book/48370/33447053.html
第506章回大西北了: https://www.xbiquge.bz/book/48370/33447054.html
第507章三条路（三更）: https://www.xbiquge.bz/book/48370/33447055.html
第508章姜子建到京（四更）: https://www.xbiquge.bz/book/48370/33447056.html
第509章说我呢吗？: https://www.xbiquge.bz/book/48370/33463578.html
第510章迎新工作安排: https://www.xbiquge.bz/book/48370/33463580.html
第511章姜子建的疑惑（三更）: https://www.xbiquge.bz/book/48370/33463582.html
第512章北师大学生会接待处（四更）: https://www.xbiquge.bz/book/48370/33463584.html
第513章毒舌（五更）: https://www.xbiquge.bz/book/48370/33463586.html
第514章段记者: https://www.xbiquge.bz/book/48370/33480952.html
第515章两个选择: https://www.xbiquge.bz/book/48370/33480953.html
第516章出国潮: https://www.xbiquge.bz/book/48370/33489920.html
第517章上报纸了: https://www.xbiquge.bz/book/48370/33489921.html
第518章一代人: https://www.xbiquge.bz/book/48370/33498575.html
第519章如果你觉得这个国家不完美，就用自己的力量去改变他: https://www.xbiquge.bz/book/48370/33498576.html
第520章进入学生会能加分: https://www.xbiquge.bz/book/48370/33505552.html
第521章推心置腹: https://www.xbiquge.bz/book/48370/33505553.html
第522章招聘开始: https://www.xbiquge.bz/book/48370/33510663.html
第523章放弃出国名额你愿意吗？: https://www.xbiquge.bz/book/48370/33510664.html
第524章你俩不会是喜欢我吧: https://www.xbiquge.bz/book/48370/33519050.html
第525章你自己选择: https://www.xbiquge.bz/book/48370/33519051.html
第526章销售科: https://www.xbiquge.bz/book/48370/33529573.html
第527章大销售战略: https://www.xbiquge.bz/book/48370/33529574.html
第528章去哪？: https://www.xbiquge.bz/book/48370/33538009.html
第529章要买房: https://www.xbiquge.bz/book/48370/33538010.html
第530章买房（上）: https://www.xbiquge.bz/book/48370/33544237.html
第531章买房（下）: https://www.xbiquge.bz/book/48370/33544238.html
第532章张宝峰到京: https://www.xbiquge.bz/book/48370/33551414.html
第533章土特产: https://www.xbiquge.bz/book/48370/33551415.html
第534章生病了: https://www.xbiquge.bz/book/48370/33557502.html
第535章不去了: https://www.xbiquge.bz/book/48370/33557503.html
第536章空出两个名额: https://www.xbiquge.bz/book/48370/33564825.html
第537章肺癌晚期: https://www.xbiquge.bz/book/48370/33564826.html
第538章落叶归根: https://www.xbiquge.bz/book/48370/33570284.html
第539章送别: https://www.xbiquge.bz/book/48370/33570285.html
第540章女主人呢？: https://www.xbiquge.bz/book/48370/33578911.html
第541章总结展望会: https://www.xbiquge.bz/book/48370/33578912.html
第542章盈利: https://www.xbiquge.bz/book/48370/33586124.html
第543章上缴利润: https://www.xbiquge.bz/book/48370/33586125.html
第544章风向: https://www.xbiquge.bz/book/48370/33591879.html
第545章我不能不尊敬你: https://www.xbiquge.bz/book/48370/33591880.html
第546章大新闻: https://www.xbiquge.bz/book/48370/33597740.html
第547章大学生干部对象: https://www.xbiquge.bz/book/48370/33597741.html
第548章大姐夫飘了: https://www.xbiquge.bz/book/48370/33604894.html
第549章调查组: https://www.xbiquge.bz/book/48370/33604895.html
第550章大白菜叶子: https://www.xbiquge.bz/book/48370/33611714.html
第551章限产令: https://www.xbiquge.bz/book/48370/33611715.html
第552章愚人节: https://www.xbiquge.bz/book/48370/33617628.html
第553章要走了: https://www.xbiquge.bz/book/48370/33617629.html
第554章凭什么: https://www.xbiquge.bz/book/48370/33625910.html
第555章舍不得你: https://www.xbiquge.bz/book/48370/33625911.html
第556章试试就试试: https://www.xbiquge.bz/book/48370/33642774.html
第557章一个大嘴巴子: https://www.xbiquge.bz/book/48370/33642775.html
第558章熟悉的声音: https://www.xbiquge.bz/book/48370/33648281.html
第559章最浪漫的事: https://www.xbiquge.bz/book/48370/33648282.html
第560章三产，停薪留职: https://www.xbiquge.bz/book/48370/33653285.html
第561章赵厂长的千金: https://www.xbiquge.bz/book/48370/33653286.html
第562章被撸了？: https://www.xbiquge.bz/book/48370/33658573.html
第563章寒冬再临: https://www.xbiquge.bz/book/48370/33658574.html
第564章傻子太多: https://www.xbiquge.bz/book/48370/33670406.html
第565章市调查组: https://www.xbiquge.bz/book/48370/33670407.html
第566章日记: https://www.xbiquge.bz/book/48370/33683843.html
第567章可口可乐: https://www.xbiquge.bz/book/48370/33683844.html
第568章二姐出事了: https://www.xbiquge.bz/book/48370/33688941.html
第569章住院: https://www.xbiquge.bz/book/48370/33689199.html
第570章张守俊: https://www.xbiquge.bz/book/48370/33694581.html
第571章刘四川: https://www.xbiquge.bz/book/48370/33694582.html
第572章走吧: https://www.xbiquge.bz/book/48370/33701471.html
第573章想不通: https://www.xbiquge.bz/book/48370/33701472.html
第574章去京城就不回来了: https://www.xbiquge.bz/book/48370/33706712.html
第575章你猜？: https://www.xbiquge.bz/book/48370/33706713.html
第576章自由的味道: https://www.xbiquge.bz/book/48370/33722649.html
第577章何方神圣: https://www.xbiquge.bz/book/48370/33722650.html
第578章第一家超级市场: https://www.xbiquge.bz/book/48370/33729294.html
第579章霍元甲: https://www.xbiquge.bz/book/48370/33729295.html
第580章倒爷: https://www.xbiquge.bz/book/48370/33745121.html
第581章毕业: https://www.xbiquge.bz/book/48370/33745122.html
第582章离别: https://www.xbiquge.bz/book/48370/33753420.html
第583章房子: https://www.xbiquge.bz/book/48370/33753421.html
第584章抢劫: https://www.xbiquge.bz/book/48370/33759017.html
第585章避避风头吧: https://www.xbiquge.bz/book/48370/33759018.html
第586章去当厂长: https://www.xbiquge.bz/book/48370/33764320.html
第587章流氓: https://www.xbiquge.bz/book/48370/33764321.html
第588章雪铁龙CX20: https://www.xbiquge.bz/book/48370/33770408.html
第589章严打: https://www.xbiquge.bz/book/48370/33770409.html
第590章开始了: https://www.xbiquge.bz/book/48370/33777298.html
第591章睡桥洞: https://www.xbiquge.bz/book/48370/33777299.html
第592章逃出去: https://www.xbiquge.bz/book/48370/33782118.html
第593章秘密武器研究所: https://www.xbiquge.bz/book/48370/33782119.html
第594章祖传的: https://www.xbiquge.bz/book/48370/33786953.html
第595章感动: https://www.xbiquge.bz/book/48370/33786954.html
第596章抓人: https://www.xbiquge.bz/book/48370/33792218.html
第597章你就是耍流氓: https://www.xbiquge.bz/book/48370/33792219.html
第598章去川省: https://www.xbiquge.bz/book/48370/33797130.html
第599章人贩子: https://www.xbiquge.bz/book/48370/33797131.html
第600章探监: https://www.xbiquge.bz/book/48370/33803319.html
第601章苗寨: https://www.xbiquge.bz/book/48370/33803320.html
第602章五块钱一张: https://www.xbiquge.bz/book/48370/33811516.html
第603章千金买马骨: https://www.xbiquge.bz/book/48370/33811517.html
第604章王超的爱情: https://www.xbiquge.bz/book/48370/33820554.html
第605章离别: https://www.xbiquge.bz/book/48370/33820555.html
第606章我也想你了: https://www.xbiquge.bz/book/48370/33825896.html
第607章步鑫生: https://www.xbiquge.bz/book/48370/33825897.html
第608章黑皮包: https://www.xbiquge.bz/book/48370/33835270.html
第609章医药研究所: https://www.xbiquge.bz/book/48370/33835271.html
第610章北国风光，千里冰封: https://www.xbiquge.bz/book/48370/33843260.html
第611章参观学习团: https://www.xbiquge.bz/book/48370/33843261.html
